Hospital_Id,Transport_Cost
fffe33003400,278.33398
fffe3700330036003600,192.78992
fffe3300390038003400,1107.9061
fffe310030003900,131.18456
fffe3700330031003200,644.59625
fffe380033003200,165.54846
fffe3700310030003000,239.52312
fffe3500380039003900,213.19803
fffe3600330031003500,151.2014
fffe3200340034003400,171.16351
fffe3900370033003700,177.6162
fffe370034003400,349.028
fffe3600360031003900,553.0067
fffe3400330038003800,189.05038
fffe3200300031003300,414.71393
fffe38003600,155.51361
fffe3800350037003200,162.03238
fffe350035003900,268.67374
fffe3900390033003800,10154.493
fffe3500300034003800,268.67603
fffe3100330034003500,466.0836
fffe360030003700,293.27103
fffe3500360033003900,8448.741
fffe3500380037003000,257.06726
fffe3200380037003200,550.3135
fffe3400360039003800,100.606026
fffe330031003800,76.97008
fffe3400370034003500,228.35834
fffe3100320030003600,229.9012
fffe3200350036003400,704.6186
fffe3600390039003500,536.46045
fffe3100310031003800,222.1371
fffe3800330036003600,117.663734
fffe3200350033003000,147.03842
fffe3700370030003300,448.73813
fffe3800320032003900,786.7779
fffe3900380034003000,3190.5657
fffe3300320039003600,140.66876
fffe3400370031003600,222.69597
fffe3200380039003800,125.49741
fffe3800340036003800,195.36496
fffe340039003100,123.2436
fffe3500340032003300,142.85472
fffe360031003600,102.93106
fffe3800330039003900,2220.9534
fffe390037003600,574.31213
fffe3200380038003300,97.11335
fffe3900330030003000,276.71118
fffe3300390039003800,3361.5562
fffe3800320039003500,152.5929
fffe3100390037003200,87.94515
fffe3400320039003700,8885.538
fffe3600310032003400,171.04361
fffe3100350036003500,375.0506
fffe3800390033003200,147.24242
fffe3300360036003400,220.80946
fffe3200300031003200,2160.3643
fffe3200340030003900,134.91876
fffe330039003300,2901.8528
fffe3900340035003200,417.8268
fffe3200350036003200,489.4559
fffe3900350034003300,176.77252
fffe3900380035003100,111.92923
fffe3800330039003300,99.14894
fffe370035003400,3733.4795
fffe3500360034003200,114.78624
fffe3400380037003600,294.06223
fffe3900310033003000,17917.596
fffe380037003700,459.33398
fffe3100340034003800,152.45497
fffe3900380035003500,208.50719
fffe3700340032003500,1550.7911
fffe3400340030003400,874.4544
fffe3900390034003000,105.375824
fffe3700360030003600,206.17183
fffe3200380037003100,200.43863
fffe3600360032003000,131.03029
fffe3400380035003500,106.803
fffe3900320031003300,2293.4553
fffe3200310039003900,3062.4412
fffe3900380035003900,415.65994
fffe370032003100,337.6023
fffe3800390033003500,141.90529
fffe33003000,171.02269
fffe3700340030003500,283.81036
fffe3600340036003200,196.69633
fffe3700390036003800,149.87927
fffe3100340036003000,1352.5924
fffe3300320036003800,141.82666
fffe3500380039003800,888.2298
fffe3800330037003900,3216.7356
fffe3800340033003000,123.11523
fffe3200390035003500,120.76356
fffe3900310039003400,3308.0042
fffe3500320033003300,4189.3115
fffe3500370031003400,156.1647
fffe3400310036003500,403.71915
fffe3600340034003600,154.37161
fffe3900350036003100,99.589584
fffe3900310037003600,6298.4077
fffe3400350031003100,736.36475
fffe3100310034003300,1329.1278
fffe3700330032003700,378.66855
fffe3200380038003000,94.6168
fffe3400330030003200,98.63708
fffe3800350033003800,154.83757
fffe320034003000,375.46002
fffe3900350039003400,295.37332
fffe3500340030003100,199.40506
fffe3300350034003600,1115.4945
fffe3100350030003800,309.84357
fffe3300330031003900,235.81459
fffe3400300034003100,198.98924
fffe3900380031003800,98.59471
fffe3900380030003000,130.63432
fffe3800370036003600,118.23422
fffe3500320031003500,1118.8337
fffe3500310038003300,97.27002
fffe370033003800,390.427
fffe3300330036003500,140.05186
fffe39003300,199.5408
fffe3200300032003100,104.9987
fffe3600390032003200,149.0287
fffe3900350036003600,2617.0696
fffe3500330037003000,156.09308
fffe3500380032003700,1008.06024
fffe3400360038003800,102.155014
fffe3500320035003200,606.1294
fffe3700320037003100,165.3575
fffe3300380034003200,507.9617
fffe3100330032003300,1876.5715
fffe3900310033003300,2386.3923
fffe3200350037003900,97313.7
fffe3500390039003800,1086.6504
fffe3100370034003000,190.11992
fffe380039003200,150.92783
fffe3400330035003700,422.15137
fffe3600310036003500,175.3948
fffe320033003500,118.018364
fffe3200310034003300,202.78844
fffe3500310030003200,293.9037
fffe3500310034003400,3505.931
fffe3600390033003000,700.44336
fffe3500330036003600,567.29
fffe3800320039003800,460.1231
fffe3300380036003500,1547.5447
fffe3500330030003000,2018.4624
fffe3200390031003000,51499.223
fffe3300330034003000,349.17575
fffe35003600,608.09973
fffe3300380030003000,185.13734
fffe3500300033003200,288.10297
fffe3600320038003700,486.6073
fffe3800390038003600,172.04614
fffe3400300036003700,207.81561
fffe3300300031003200,141.33994
fffe3200310035003000,153.3684
fffe3700300038003900,170.46786
fffe3400370038003300,1761.1163
fffe3200350032003400,227.15367
fffe3800350039003500,286.24158
fffe3800370033003500,294.2442
fffe3900390036003400,129.7742
fffe3300360031003700,117.65848
fffe3800370036003400,1035.763
fffe3800360030003400,14157.429
fffe3400350031003700,1512.5414
fffe3800390032003000,227.71452
fffe3100320032003200,393.48422
fffe3900300035003600,113.46212
fffe380030003600,181.26132
fffe3300340037003400,156.71312
fffe3700350034003200,905.4907
fffe35003500,4434.1426
fffe3200300032003400,964.6655
fffe3600310036003200,619.7845
fffe3100330034003100,186.77676
fffe3600340038003900,291.89728
fffe3100360036003500,260.30634
fffe3200370035003900,99861.734
fffe3600390031003500,263.20605
fffe3800390032003200,115.31004
fffe3100310033003000,231.04567
fffe380031003300,2350.5396
fffe3400380037003000,2758.6172
fffe3700320037003300,126.290855
fffe3300300033003000,280.9253
fffe3400300032003000,103.14125
fffe3600330038003000,168.19615
fffe3600340037003100,160.31105
fffe3800370038003900,496.97214
fffe3700310037003900,280.45435
fffe3200380030003800,1619.5935
fffe3700340037003700,282.20987
fffe3500300030003600,107.33247
fffe3900320034003800,344.68588
fffe3400300032003400,2842.7773
fffe3300350038003400,548.5861
fffe3700360037003600,171.55331
fffe3700350031003100,95.97788
fffe3600350033003100,148.01947
fffe3400370039003700,1625.043
fffe37003100,250.88667
fffe3500360037003700,187.31198
fffe3100360037003000,275.75397
fffe3600380039003700,163.15083
fffe3300390037003800,163.43098
fffe330033003200,109.815926
fffe3600350039003200,1097.666
fffe390034003300,659.0756
fffe310031003700,356.95297
fffe3600320032003500,393.27734
fffe3800300037003100,559.81683
fffe3300390038003100,457.94925
fffe3400310035003500,2266.9922
fffe3100310035003200,378.21262
fffe3900350032003300,1892.1785
fffe3900350031003200,7751.07
fffe3200390032003400,245.61378
fffe3400380034003000,522.77673
fffe3200390035003900,321.87494
fffe3500360035003200,1686.9565
fffe3200380032003000,199.65741
fffe3800370034003800,266.2312
fffe330030003300,266.32172
fffe3800330035003100,127.30187
fffe3400320038003800,2779.3555
fffe3200320030003600,258.1564
fffe3300390032003100,132.13799
fffe3300320034003300,1680.2756
fffe3700310034003300,435.3437
fffe3900320039003700,332.73
fffe3500320034003900,2357.8303
fffe380036003400,370.9216
fffe3300310032003600,1794.718
fffe3500360036003900,1002.74835
fffe3400320031003100,132.25795
fffe3200380038003900,338.01685
fffe350033003700,1709.876
fffe3600310039003600,817.4734
fffe320039003500,236.58258
fffe3700370032003400,1118.2444
fffe3400320039003500,2018.8486
fffe3900370035003900,281.17975
fffe3600300030003900,219.7359
fffe3600380031003800,159.23853
fffe3300310039003700,1535.2103
fffe3100340038003000,168.92958
fffe3900300031003100,5946.818
fffe3400300030003400,338.0259
fffe3700320035003500,220.6923
fffe3300350037003200,678.8791
fffe3500330031003900,844.3642
fffe3300320030003100,242.11755
fffe3900340036003000,337.39716
fffe3800360034003100,552.9478
fffe3200320037003000,282.9161
fffe3700370034003500,129.21121
fffe3800300036003800,1268.016
fffe3200330038003600,278.30853
fffe3500310039003500,129.40837
fffe3400320032003300,1296.6932
fffe3100300033003900,716.4455
fffe3400300030003100,199.16602
fffe3400340036003600,174.67679
fffe3800340032003500,512.3585
fffe3700350031003600,106.792305
fffe3600310038003700,456.1493
fffe3600300033003200,231.33775
fffe3600330032003100,148.658
fffe3500330032003000,264.77377
fffe3300350039003900,142.6245
fffe3200390030003900,538.29034
fffe350038003800,336.13605
fffe3200390032003500,171.04993
fffe3800390039003600,231.94243
fffe3200370030003200,1638.2806
fffe3600340035003700,10079.701
fffe3300320032003300,542.21875
fffe3800330036003500,385.05316
fffe36003100,133.3828
fffe3100320039003600,470.90372
fffe3400390036003500,2420.1765
fffe3100370037003200,551.8461
fffe3100350039003800,2635.6426
fffe3800320037003100,164.89821
fffe3600350033003000,214.02591
fffe3100310030003900,123.8961
fffe370030003500,132.6237
fffe3900370038003900,119965.44
fffe3200350031003300,385.57684
fffe3600300034003500,2956.4412
fffe3300360033003900,61718.75
fffe3400320030003200,165.37488
fffe3700330032003200,3138.3413
fffe3500350032003400,288.15067
fffe38003300,193.56842
fffe3800320030003900,4467.0312
fffe3700330033003400,98.59471
fffe3700340030003600,247.70378
fffe3200390032003000,290.2665
fffe3500310039003200,248.0167
fffe3700310038003400,798.19214
fffe350031003100,223.20909
fffe3400370039003200,306.07538
fffe3700380039003100,144.64742
